model,selected_features,accuracy,balanced_accuracy,precision,recall,f1,roc_auc
PSO-XGBoost,58,0.8119169719169719,0.8080056412809025,0.8138660399529964,0.7629500580720094,0.786229382431914,0.8622792671075399
