model,best_threshold,selected_features,accuracy,balanced_accuracy,precision,recall,f1,roc_auc
PSO-XGBoost,0.39,58,0.8097345132743363,0.8098787341023366,0.7813953488372093,0.8115942028985508,0.7962085308056872,0.8620920832100956
