model,seed,test_size,test_count,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc
Logistic C=0.05,42,0.1,31,0.5,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9663865546218486,0.9625552143934495
Logistic C=0.1,42,0.1,31,0.5,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9663865546218486,0.9625552143934495
Logistic C=0.1,42,0.1,31,0.45,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9663865546218486,0.9625552143934495
Logistic C=0.1,42,0.1,31,0.55,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9663865546218486,0.9625552143934495
Logistic C=0.25,17,0.1,31,0.45,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9663865546218486,0.9625552143934495
Logistic C=0.25,42,0.1,31,0.5,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9663865546218486,0.9652396214896213
Logistic C=0.25,42,0.1,31,0.45,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9663865546218486,0.9652396214896213
Logistic C=0.25,42,0.1,31,0.55,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9663865546218486,0.9652396214896213
Logistic C=0.25,85,0.1,31,0.6,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9663865546218486,0.9617146858743495
Logistic C=0.05,28,0.1,31,0.55,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9663865546218486,0.9652396214896213
Logistic C=0.1,7,0.1,31,0.6,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9663865546218486,0.9610845503702645
Logistic C=0.25,17,0.1,31,0.55,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9663865546218486,0.9625552143934495
Logistic C=0.25,17,0.1,31,0.6,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9663865546218486,0.9625552143934495
Logistic C=0.05,45,0.1,31,0.3,0.8709677419354839,0.7777777777777778,1.0,0.875,0.9621848739495799,0.9538610199324484
Logistic C=0.25,80,0.1,31,0.3,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9621848739495799,0.9720496894409936
Logistic C=0.25,99,0.1,31,0.5,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9621848739495799,0.9655939298796441
Logistic C=0.25,83,0.1,31,0.35,0.8709677419354839,0.7777777777777778,1.0,0.875,0.9621848739495797,0.9440210583067725
Logistic C=0.25,83,0.1,31,0.3,0.8709677419354839,0.7777777777777778,1.0,0.875,0.9621848739495797,0.9440210583067725
Logistic C=0.05,7,0.1,31,0.5,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9621848739495797,0.9566627816627815
Logistic C=0.1,85,0.1,31,0.6,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9621848739495797,0.957845638255302
Logistic C=0.1,99,0.1,31,0.5,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9621848739495797,0.9635531135531135
Logistic C=0.25,5,0.1,31,0.3,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9621848739495797,0.9623156448814343
Logistic C=0.05,7,0.1,31,0.55,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9621848739495797,0.9566627816627815
Logistic C=0.05,96,0.1,31,0.4,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9621848739495797,0.9602323115481008
Logistic C=0.25,5,0.1,31,0.35,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9621848739495797,0.9623156448814343
Logistic C=0.05,96,0.1,31,0.55,0.8709677419354839,1.0,0.7142857142857143,0.8333333333333334,0.9621848739495797,0.9602323115481008
Logistic C=0.05,96,0.1,31,0.6,0.8709677419354839,1.0,0.7142857142857143,0.8333333333333334,0.9621848739495797,0.9602323115481008
Logistic C=0.05,54,0.1,31,0.4,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.957983193277311,0.9596415489272632
Logistic C=0.05,54,0.1,31,0.45,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.957983193277311,0.9596415489272632
Logistic C=0.1,31,0.1,31,0.35,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.957983193277311,0.9596415489272632
Logistic C=0.25,15,0.1,31,0.35,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.957983193277311,0.9702380952380951
Logistic C=0.1,78,0.1,31,0.35,0.8709677419354839,0.7777777777777778,1.0,0.875,0.9579831932773109,0.9438182848897134
Logistic C=0.05,2,0.1,31,0.4,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9579831932773109,0.9537388050545943
Logistic C=0.05,2,0.1,31,0.45,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9579831932773109,0.9537388050545943
Logistic C=0.05,99,0.1,31,0.5,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9579831932773109,0.9576060687432866
Logistic C=0.25,90,0.1,31,0.45,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9579831932773109,0.9576007326007325
Logistic C=0.25,96,0.1,31,0.35,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9579831932773109,0.955528994814709
Logistic C=0.05,2,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9579831932773109,0.9537388050545943
Logistic C=0.1,45,0.1,31,0.6,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9579831932773109,0.9484497645211929
Logistic C=0.1,78,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9579831932773109,0.9438182848897134
Logistic C=0.1,78,0.1,31,0.55,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9579831932773109,0.9438182848897134
Logistic C=0.1,78,0.1,31,0.6,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9579831932773109,0.9438182848897134
Logistic C=0.25,48,0.1,31,0.45,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9579831932773109,0.961361737677527
Logistic C=0.25,74,0.1,31,0.45,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9579831932773109,0.961361737677527
Logistic C=0.05,99,0.1,31,0.6,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9579831932773109,0.9576060687432866
Logistic C=0.1,84,0.1,31,0.6,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9579831932773109,0.9510177166192202
Logistic C=0.25,96,0.1,31,0.6,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9579831932773109,0.955528994814709
Logistic C=0.25,48,0.1,31,0.6,0.8709677419354839,1.0,0.7142857142857143,0.8333333333333334,0.9579831932773109,0.961361737677527
Logistic C=0.25,49,0.1,31,0.55,0.8709677419354839,1.0,0.7142857142857143,0.8333333333333334,0.9579831932773109,0.952809008218672
Logistic C=0.05,15,0.1,31,0.45,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9537815126050421,0.9685714285714284
Logistic C=0.1,83,0.1,31,0.35,0.8709677419354839,0.7777777777777778,1.0,0.875,0.953781512605042,0.9359228190110542
Logistic C=0.1,83,0.1,31,0.3,0.8709677419354839,0.7777777777777778,1.0,0.875,0.953781512605042,0.9359228190110542
Logistic C=0.25,78,0.1,31,0.3,0.8709677419354839,0.7777777777777778,1.0,0.875,0.953781512605042,0.9401418143014779
Logistic C=0.1,17,0.1,31,0.45,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.953781512605042,0.9456508769008767
Logistic C=0.1,22,0.1,31,0.4,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.953781512605042,0.9564625850340134
Logistic C=0.1,28,0.1,31,0.4,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.953781512605042,0.9549744897959183
Logistic C=0.1,28,0.1,31,0.35,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.953781512605042,0.9549744897959183
Logistic C=0.1,83,0.1,31,0.45,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.953781512605042,0.9359228190110542
Logistic C=0.1,90,0.1,31,0.5,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.953781512605042,0.9528911564625848
Logistic C=0.25,78,0.1,31,0.4,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.953781512605042,0.9401418143014779
Logistic C=0.1,17,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.953781512605042,0.9456508769008767
Logistic C=0.1,28,0.1,31,0.45,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.953781512605042,0.9549744897959183
Logistic C=0.1,48,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.953781512605042,0.9587301587301587
Logistic C=0.1,55,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.953781512605042,0.9541922031970682
Logistic C=0.1,90,0.1,31,0.55,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.953781512605042,0.9528911564625848
Logistic C=0.25,55,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.953781512605042,0.9529493983828348
Logistic C=0.25,55,0.1,31,0.55,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.953781512605042,0.9529493983828348
Logistic C=0.25,78,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.953781512605042,0.9401418143014779
Logistic C=0.25,78,0.1,31,0.45,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.953781512605042,0.9401418143014779
Logistic C=0.25,78,0.1,31,0.55,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.953781512605042,0.9401418143014779
Logistic C=0.1,17,0.1,31,0.55,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.953781512605042,0.9456508769008767
Logistic C=0.1,17,0.1,31,0.6,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.953781512605042,0.9456508769008767
Logistic C=0.1,22,0.1,31,0.55,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.953781512605042,0.9564625850340134
Logistic C=0.1,28,0.1,31,0.5,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.953781512605042,0.9549744897959183
Logistic C=0.1,28,0.1,31,0.55,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.953781512605042,0.9549744897959183
Logistic C=0.1,55,0.1,31,0.55,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.953781512605042,0.9541922031970682
Logistic C=0.1,55,0.1,31,0.6,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.953781512605042,0.9541922031970682
Logistic C=0.1,90,0.1,31,0.6,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.953781512605042,0.9528911564625848
Logistic C=0.25,55,0.1,31,0.6,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.953781512605042,0.9529493983828348
Logistic C=0.25,84,0.1,31,0.6,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.953781512605042,0.9430812086827123
Logistic C=0.1,5,0.1,31,0.6,0.8709677419354839,1.0,0.7142857142857143,0.8333333333333334,0.953781512605042,0.9606331168831168
Logistic C=0.1,48,0.1,31,0.6,0.8709677419354839,1.0,0.7142857142857143,0.8333333333333334,0.953781512605042,0.9587301587301587
Logistic C=0.05,83,0.1,31,0.35,0.8709677419354839,0.7777777777777778,1.0,0.875,0.9495798319327731,0.9326548451548451
Logistic C=0.05,22,0.1,31,0.4,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9495798319327731,0.9505102040816324
Logistic C=0.05,83,0.1,31,0.5,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9495798319327731,0.9326548451548451
Logistic C=0.05,83,0.1,31,0.4,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9495798319327731,0.9326548451548451
Logistic C=0.05,83,0.1,31,0.45,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9495798319327731,0.9326548451548451
Logistic C=0.05,84,0.1,31,0.3,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9495798319327731,0.9439643689643689
Logistic C=0.1,2,0.1,31,0.4,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9495798319327731,0.9487262737262736
Logistic C=0.1,2,0.1,31,0.45,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9495798319327731,0.9487262737262736
Logistic C=0.1,21,0.1,31,0.45,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9495798319327731,0.9509835402692544
Logistic C=0.1,54,0.1,31,0.4,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9495798319327731,0.9555007621777807
Logistic C=0.25,2,0.1,31,0.4,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9495798319327731,0.9509835402692544
Logistic C=0.25,28,0.1,31,0.35,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9495798319327731,0.9542980828695113
Logistic C=0.25,31,0.1,31,0.35,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9495798319327731,0.9513507326007324
Logistic C=0.25,31,0.1,31,0.3,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9495798319327731,0.9513507326007324
Logistic C=0.05,4,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9495798319327731,0.9586568322981366
Logistic C=0.05,4,0.1,31,0.4,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9495798319327731,0.9586568322981366
Logistic C=0.05,4,0.1,31,0.35,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9495798319327731,0.9586568322981366
Logistic C=0.05,4,0.1,31,0.45,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9495798319327731,0.9586568322981366
Logistic C=0.05,83,0.1,31,0.55,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9495798319327731,0.9326548451548451
Logistic C=0.1,2,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9495798319327731,0.9487262737262736
Logistic C=0.25,22,0.1,31,0.45,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9495798319327731,0.9525935374149659
Logistic C=0.25,28,0.1,31,0.4,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9495798319327731,0.9542980828695113
Logistic C=0.05,83,0.1,31,0.6,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9495798319327731,0.9326548451548451
Logistic C=0.05,84,0.1,31,0.55,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9495798319327731,0.9439643689643689
Logistic C=0.25,22,0.1,31,0.55,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9495798319327731,0.9525935374149659
Logistic C=0.25,28,0.1,31,0.5,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9495798319327731,0.9542980828695113
Logistic C=0.25,28,0.1,31,0.55,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9495798319327731,0.9542980828695113
Logistic C=0.1,32,0.1,31,0.4,0.8709677419354839,0.7777777777777778,1.0,0.875,0.9453781512605042,0.9127808699237269
Logistic C=0.25,32,0.1,31,0.35,0.8709677419354839,0.7777777777777778,1.0,0.875,0.9453781512605042,0.9127808699237269
Logistic C=0.05,17,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9453781512605042,0.936027861027861
Logistic C=0.05,32,0.1,31,0.6,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9453781512605042,0.9127808699237269
Logistic C=0.05,55,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9453781512605042,0.9485260770975055
Logistic C=0.05,86,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9453781512605042,0.947283272283272
Logistic C=0.05,86,0.1,31,0.45,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9453781512605042,0.947283272283272
Logistic C=0.05,98,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9453781512605042,0.9483457019171304
Logistic C=0.1,4,0.1,31,0.4,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9453781512605042,0.9568452380952379
Logistic C=0.1,4,0.1,31,0.45,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9453781512605042,0.9568452380952379
Logistic C=0.1,86,0.1,31,0.45,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9453781512605042,0.9438243129419599
Logistic C=0.05,17,0.1,31,0.55,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9453781512605042,0.936027861027861
Logistic C=0.05,17,0.1,31,0.6,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9453781512605042,0.936027861027861
Logistic C=0.05,55,0.1,31,0.55,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9453781512605042,0.9485260770975055
Logistic C=0.05,90,0.1,31,0.6,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9453781512605042,0.9425286023500308
Logistic C=0.05,98,0.1,31,0.55,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9453781512605042,0.9483457019171304
Logistic C=0.1,98,0.1,31,0.6,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9453781512605042,0.946641156462585
Logistic C=0.1,73,0.1,31,0.45,0.8709677419354839,0.7777777777777778,1.0,0.875,0.9411764705882353,0.9355520296696764
Logistic C=0.25,73,0.1,31,0.45,0.8709677419354839,0.7777777777777778,1.0,0.875,0.9411764705882353,0.9355520296696764
Logistic C=0.25,14,0.1,31,0.5,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9411764705882353,0.9445854869767911
Logistic C=0.25,14,0.1,31,0.45,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9411764705882353,0.9445854869767911
Logistic C=0.25,14,0.1,31,0.55,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9411764705882353,0.9445854869767911
Logistic C=0.05,48,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9411764705882353,0.9514695830485302
Logistic C=0.1,89,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9411764705882353,0.9401686450558628
Logistic C=0.1,89,0.1,31,0.55,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9411764705882353,0.9401686450558628
Logistic C=0.1,89,0.1,31,0.6,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9411764705882353,0.9401686450558628
Logistic C=0.25,4,0.1,31,0.4,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9411764705882353,0.9551785714285712
Logistic C=0.25,4,0.1,31,0.45,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9411764705882353,0.9551785714285712
Logistic C=0.05,5,0.1,31,0.6,0.8709677419354839,1.0,0.7142857142857143,0.8333333333333334,0.9411764705882353,0.9514695830485302
Logistic C=0.05,46,0.1,31,0.55,0.8709677419354839,1.0,0.7142857142857143,0.8333333333333334,0.9411764705882353,0.9522084195997238
Logistic C=0.25,89,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9369747899159663,0.9375370661084945
Logistic C=0.25,89,0.1,31,0.45,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9369747899159663,0.9375370661084945
Logistic C=0.25,89,0.1,31,0.55,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9369747899159663,0.9375370661084945
Logistic C=0.25,89,0.1,31,0.6,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9369747899159663,0.9375370661084945
Logistic C=0.1,14,0.1,31,0.5,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9327731092436975,0.9327330536957865
Logistic C=0.05,62,0.1,31,0.6,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9327731092436975,0.9460622710622708
Logistic C=0.1,61,0.1,31,0.55,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9327731092436975,0.9217252828625007
Logistic C=0.1,61,0.1,31,0.6,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9327731092436975,0.9217252828625007
Logistic C=0.25,30,0.1,31,0.3,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9285714285714286,0.950892857142857
Logistic C=0.05,25,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.9324409925913684
Logistic C=0.1,25,0.1,31,0.45,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.9309841161344918
Logistic C=0.25,25,0.1,31,0.4,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.9309841161344918
Logistic C=0.25,25,0.1,31,0.45,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.9309841161344918
Logistic C=0.25,30,0.1,31,0.35,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.950892857142857
Logistic C=0.25,61,0.1,31,0.55,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.9242614528328812
Logistic C=0.25,61,0.1,31,0.6,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.9242614528328812
Logistic C=0.25,79,0.1,31,0.5,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9285714285714286,0.9325396825396823
Logistic C=0.25,79,0.1,31,0.55,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9285714285714286,0.9325396825396823
Logistic C=0.05,24,0.1,31,0.4,0.8709677419354839,0.7777777777777778,1.0,0.875,0.9243697478991597,0.8498840445269018
Logistic C=0.05,14,0.1,31,0.5,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9243697478991597,0.9197599157226486
Logistic C=0.25,53,0.1,31,0.35,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9243697478991597,0.9324259074259071
Logistic C=0.05,19,0.1,31,0.55,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9243697478991597,0.9260278610278609
Logistic C=0.25,53,0.1,31,0.45,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9243697478991597,0.9324259074259071
Logistic C=0.05,19,0.1,31,0.6,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9243697478991597,0.9260278610278609
Logistic C=0.25,69,0.1,31,0.35,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9243697478991596,0.9453983516483515
Logistic C=0.05,89,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9243697478991596,0.9024976675739611
Logistic C=0.05,89,0.1,31,0.55,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9243697478991596,0.9024976675739611
Logistic C=0.1,69,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9243697478991596,0.9433072374248843
Logistic C=0.25,58,0.1,31,0.45,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9243697478991596,0.9159641945356229
Logistic C=0.1,69,0.1,31,0.6,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9243697478991596,0.9433072374248843
Logistic C=0.05,33,0.1,31,0.5,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9201680672268908,0.8957354153782724
Logistic C=0.05,33,0.1,31,0.45,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9201680672268908,0.8957354153782724
Logistic C=0.1,53,0.1,31,0.4,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9201680672268908,0.9310014060014058
Logistic C=0.1,53,0.1,31,0.35,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9201680672268908,0.9310014060014058
Logistic C=0.1,53,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9201680672268908,0.9310014060014058
Logistic C=0.1,53,0.1,31,0.45,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9201680672268908,0.9310014060014058
Logistic C=0.1,70,0.1,31,0.55,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9201680672268908,0.9333919186403656
Logistic C=0.25,70,0.1,31,0.55,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9201680672268908,0.9333919186403656
Logistic C=0.05,40,0.1,31,0.5,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9201680672268908,0.9304611796871858
Logistic C=0.1,53,0.1,31,0.55,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9201680672268908,0.9310014060014058
Logistic C=0.05,40,0.1,31,0.6,0.8709677419354839,1.0,0.7142857142857143,0.8333333333333334,0.9201680672268908,0.9304611796871858
Logistic C=0.05,79,0.1,31,0.6,0.8709677419354839,1.0,0.7142857142857143,0.8333333333333334,0.9201680672268908,0.9272239198709786
Logistic C=0.05,53,0.1,31,0.35,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9201680672268907,0.9285568598068596
Logistic C=0.1,24,0.1,31,0.45,0.8709677419354839,0.8125,0.9285714285714286,0.8666666666666667,0.9201680672268907,0.8141697588126161
Logistic C=0.05,13,0.1,31,0.45,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9201680672268907,0.8657329616916083
Logistic C=0.05,53,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9201680672268907,0.9285568598068596
Logistic C=0.05,53,0.1,31,0.45,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9201680672268907,0.9285568598068596
Logistic C=0.05,60,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9201680672268907,0.9291147368038122
Logistic C=0.05,69,0.1,31,0.5,0.8709677419354839,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9201680672268907,0.9419844861021329
Logistic C=0.05,53,0.1,31,0.55,0.8709677419354839,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9201680672268907,0.9285568598068596
