model,seed,test_size,test_count,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc
Logistic C=0.1,47,0.1,31,0.55,0.9354838709677419,1.0,0.8571428571428571,0.9230769230769231,0.9789915966386554,0.9790249433106575
Logistic C=0.1,47,0.1,31,0.6,0.9354838709677419,1.0,0.8571428571428571,0.9230769230769231,0.9789915966386554,0.9790249433106575
Logistic C=0.05,66,0.1,31,0.6,0.9354838709677419,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9747899159663865,0.9785714285714284
Logistic C=0.1,51,0.1,31,0.5,0.9354838709677419,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9747899159663865,0.9708460307199802
Logistic C=0.25,47,0.1,31,0.6,0.9354838709677419,1.0,0.8571428571428571,0.9230769230769231,0.9747899159663864,0.9746031746031745
Logistic C=0.1,49,0.1,31,0.35,0.9354838709677419,0.875,1.0,0.9333333333333333,0.9705882352941176,0.965391156462585
Logistic C=0.1,82,0.1,31,0.5,0.9354838709677419,0.875,1.0,0.9333333333333333,0.9705882352941176,0.9636072261072259
Logistic C=0.25,82,0.1,31,0.5,0.9354838709677419,0.875,1.0,0.9333333333333333,0.9705882352941176,0.9636072261072259
Logistic C=0.25,82,0.1,31,0.45,0.9354838709677419,0.875,1.0,0.9333333333333333,0.9705882352941176,0.9636072261072259
Logistic C=0.05,49,0.1,31,0.4,0.9354838709677419,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9705882352941176,0.9643525242264737
Logistic C=0.25,66,0.1,31,0.6,0.9354838709677419,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9705882352941176,0.976190476190476
Logistic C=0.25,51,0.1,31,0.5,0.9354838709677419,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9705882352941175,0.9675780568637711
Logistic C=0.25,51,0.1,31,0.55,0.9354838709677419,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9705882352941175,0.9675780568637711
Logistic C=0.05,38,0.1,31,0.55,0.9354838709677419,1.0,0.8571428571428571,0.9230769230769231,0.9705882352941175,0.9716791979949873
Logistic C=0.1,7,0.1,31,0.55,0.9354838709677419,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9663865546218486,0.9610845503702645
Logistic C=0.25,7,0.1,31,0.5,0.9354838709677419,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9663865546218486,0.9610845503702645
Logistic C=0.25,7,0.1,31,0.45,0.9354838709677419,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9663865546218486,0.9610845503702645
Logistic C=0.05,45,0.1,31,0.45,0.9354838709677419,0.875,1.0,0.9333333333333333,0.9621848739495799,0.9538610199324484
Logistic C=0.1,80,0.1,31,0.4,0.9354838709677419,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9621848739495799,0.9720496894409936
