project_root,artifact_dir,output_dir,random_state,binary_threshold
D:\Freelance work\Mohamed Magied,D:\Freelance work\Mohamed Magied\artifacts\arrhythmia,D:\Freelance work\Mohamed Magied\outputs\final_artifacts,42,0.49
